recipe,index,image,text
"EGGS, BACON, & HASH POTATOES",4,/images/recipe/eggs bacon and hash potatoes/2.png,"Add 1 small white onion, sliced. Allow to caramelize for several minutes."
"EGGS, BACON, & HASH POTATOES",5,/images/recipe/eggs bacon and hash potatoes/3.png,"Once the onions are caramelized, add 2 cups diced par-boiled potatoes. Add a little pepper to taste and combine. Cook for 3-4 minutes and remove from heat, set aside."
"EGGS, BACON, & HASH POTATOES",6,/images/recipe/eggs bacon and hash potatoes/4.png,"Add a little canola oil to a non-stick pan on medium heat and gently crack a fresh egg over the center of the pan.  You want to keep the egg yolk centered and let the whites surround it. Cook for 2-3 minutes, or until the yolk it almost custard-like."
"EGGS, BACON, & HASH POTATOES",7,/images/recipe/eggs bacon and hash potatoes/5.png,Carefully transfer the egg to a plate.
"EGGS, BACON, & HASH POTATOES",8,/images/recipe/eggs bacon and hash potatoes/6.png,"Transfer the potatoes back onto high heat this time. Add 1 tsp picked thyme, 1 tbsp torn parsley, salt and pepper, and 1 tbsp sherry vinegar. Let this get nice and hot, then you're ready to plate."
"EGGS, BACON, & HASH POTATOES",9,/images/recipe/eggs bacon and hash potatoes/7.png,"Plate the potatoes around the edge of the yolk. Add a little salt and pepper to taste, a tbsp of slice chives, and ENJOY!"
MY BREAKFAST BURRITO,1,/images/recipe/my breakfast burrito/image.png,
MY BREAKFAST BURRITO,2,/images/recipe/my breakfast burrito/ingr.png,
MY BREAKFAST BURRITO,3,/images/recipe/my breakfast burrito/1.png,"In a medium nonstick sauté pan on high heat, cook 1/2 lb of spicy italian sausage for 10 minutes until crispy."
MY BREAKFAST BURRITO,4,/images/recipe/my breakfast burrito/2.png,"In a separate nonstick medium sauté pan on high heat, add a few Tbsps of canola oil, 1 cup of diced par-boiled yukon gold potatoes, a pinch of salt, 1 tsp smoked paprika, 1 tsp cayenne pepper, and 1 tsp ground cumin. Cook until crispy and golden brown."
MY BREAKFAST BURRITO,5,/images/recipe/my breakfast burrito/3.png,"In another nonstick sauté pan on medium heat, add 2 Tbsps of canola oil or butter and add 3-4 whole eggs to the pan. Cooks the eggs for 3-4 minutes until thoroughly scrambled."
MY BREAKFAST BURRITO,6,/images/recipe/my breakfast burrito/4.png,"Add the crispy sausage, seasoned potatoes, scrambled eggs, crisps applewood smoked bacon, roasted green chilies (or canned chillies), pico de gallo (tomatoes, onions, cilantro, jalapeños, lime), and a some shredded cheese to a medium-large flour tortilla."
MY BREAKFAST BURRITO,7,/images/recipe/my breakfast burrito/5.png,Fold the edges inward and roll the tortilla around the filling.
MY BREAKFAST BURRITO,8,/images/recipe/my breakfast burrito/6.png,Get a cast iron grill on high heat and place the folded burrito on the grill with the seem facing down.
MY BREAKFAST BURRITO,9,/images/recipe/my breakfast burrito/7.png,Grill on both sides for 3-4 minutes until slightly crispy and it has a few grill marks then ENJOY!!!
CRISPY CAULIFLOWER,1,/images/recipe/crispy cauliflower/image.png,
CRISPY CAULIFLOWER,2,/images/recipe/crispy cauliflower/ingr.png,
CRISPY CAULIFLOWER,3,/images/recipe/crispy cauliflower/1.png,"Begin by washing, de-stemming, and cutting half a head of cauliflower into bite-size florets—and trimming the ends."
CRISPY CAULIFLOWER,4,/images/recipe/crispy cauliflower/2.png,"In a separate bowl, add 1 cup of flour, 1 tbsp of baking soda, 1 tbsp of salt, 3/4 cup of beer, 1 tbsp of lemon, and mix until ingredients are well combined."
CRISPY CAULIFLOWER,5,/images/recipe/crispy cauliflower/3.png,Toss in a handful of cauliflower florets and using a slotted spoon drain off the excess batter before carefully dropping the battered cauliflower into a pan of hot oil (375°F).
CRISPY CAULIFLOWER,6,/images/recipe/crispy cauliflower/4.png,"Fry until golden brown, transfer to baking sheet/cooling rack to strain the excess grease, and repeat. Once all of the florets have been fried, transfer to the oven and bake at 375°F for an additional 10-15 minutes."
CRISPY CAULIFLOWER,7,/images/recipe/crispy cauliflower/5.png,"In a small sauce pot on medium to low heat, add in 3 tbsp of fresh lemon juice, 1/4 cup of honey, 1 tbsp of brown sugar, 1 tbsp of apple cider vinegar, 1 tsp of garlic powder, 1 tsp of red pepper, 1 tsp of chopped lemon zest, a pinch of salt, and 1 tbsp of cornstarch (optional: reducing for longer will achieve the same result of thickening the glaze). Mix well and reduce until it becomes a sticky syrup."
CRISPY CAULIFLOWER,8,/images/recipe/crispy cauliflower/6.png,Once the cauliflower is finished baking transfer it to a large metal bowl and coat in the honey lemon glaze. Add a pinch of fresh thyme and lemon zest. Give a few tosses and transfer to a serving dish.
CRISPY CAULIFLOWER,9,/images/recipe/crispy cauliflower/7.png,I went with a paper cup lined with wax paper for that fair-foods vibe! Top with another pinch of thyme and lemon zest—all that’s left to do is ENJOY!
THE CRISPY POTATO STACK,1,/images/recipe/the crispy potato stack/image.png,
THE CRISPY POTATO STACK,2,/images/recipe/the crispy potato stack/ingr.png,
THE CRISPY POTATO STACK,3,/images/recipe/the crispy potato stack/1.png,"Start by squaring off the edges of 1 large russet potato. Using a mandolin, or knife, carefully slice the potato into long slender pieces. You want to achieve the thickness of a credit card or so."
THE CRISPY POTATO STACK,4,/images/recipe/the crispy potato stack/2.png,"Stack the potato slices as evenly as possible and then trim the edges to make an even rectangular shape. Cut the rectangle in half, press the slices firmly together, and shingle them into a stair-like structure."
THE CRISPY POTATO STACK,5,/images/recipe/the crispy potato stack/3.png,"Transfer to a frying pan filled with canalo oil heated to 325°F. Fry for about 4-5 minutes, or until a crispy golden brown, flipping throughout."
THE CRISPY POTATO STACK,6,/images/recipe/the crispy potato stack/4.png,Transfer to a paper towel to drain. Sprinkle with a little sea salt and ENJOY!
TATER TOTS,1,/images/recipe/tater tots/image.png,
TATER TOTS,2,/images/recipe/tater tots/ingr.png,
TATER TOTS,3,/images/recipe/tater tots/1.png,Start by heavily salting two Idaho Potatoes.
TATER TOTS,4,/images/recipe/tater tots/2.png,Wrap them in foil. Bake the potatoes for 1 hour at 400ºF.
TATER TOTS,5,/images/recipe/tater tots/3.png,"Remove the potatoes from the oven when they are fork tender. Let cool before pealing the skin completely off each potato. Once peeled, grate the potato using the largest setting on your box grater. Transfer shreds to a large mixing bowl."
TATER TOTS,6,/images/recipe/tater tots/4.png,"In a small saute pan on medium heat add 1/2 cup of butter to melt, 1 tbsp of chopped parsley, 1 tbsp of thyme, and 1 tbsp of rosemary. Let the mixture saute for about 2-3 minutes. You want the butter to be infused with the herbs, but NOT browned."
TATER TOTS,7,/images/recipe/tater tots/5.png,Add the melt butter medley to the grated potato. Add salt and pepper for taste and 3 tbsp of all-purpose flour. Mix until all ingredients are throughly combined.
TATER TOTS,8,/images/recipe/tater tots/6.png,"Next use a small ring cutter, or any tool shaped similarly, to mold the potato herb mixture into that classic tater tot shape. Once all of the tater tots are molded, dust them with all-purpose flour. You want to ensure that each side of the tater tot is dusted."
TATER TOTS,9,/images/recipe/tater tots/7.png,"Bring a medium sauce pan, filled half-way with canola oil, to 375ºF."
TATER TOTS,10,/images/recipe/tater tots/8.png,"Fry the tater tots for about 5-6 minutes, or until they are a nice golden brown. Once cooked, remove from the oil and let them drain on paper towels."
TATER TOTS,11,/images/recipe/tater tots/9.png,"When you are ready to plate, simply give the tater tots a sprinkle of salt, pair with your favorite dipping sauce, and ENJOY!"
GREEN BEANS ALMONDINE,1,/images/recipe/green beans almondine/image.png,
GREEN BEANS ALMONDINE,2,/images/recipe/green beans almondine/ingr.png,
GREEN BEANS ALMONDINE,3,/images/recipe/green beans almondine/1.png,"Fill a medium stock pot with water and bring to a rolling boil. Add two generous pinches of salt to the water. Clean and cut the stems off of the green beans and add them to the boiling water. Blanche them for approximately 3-5 minutes until they turn bright green and tender. They should still have a little bite to them. Quickly take them out of the boiling water, strain, and put them into an ice-water bath or rinse them under cold water until they’re completely cooled down."
GREEN BEANS ALMONDINE,4,/images/recipe/green beans almondine/2.png,"In a medium sauté pan on low heat add the butter, green beans, salt & pepper, and a little water."
GREEN BEANS ALMONDINE,5,/images/recipe/green beans almondine/3.png,Warm the green beans until they’re coated with the butter.
GREEN BEANS ALMONDINE,6,/images/recipe/green beans almondine/4.png,In a different small sauté pan on medium heat add the rest of the butter until in is lightly browned. Quickly add the almonds while mixing with a spoon so that the almonds on the outer edge don’t burn. Toast the almonds until they turn a light golden brown.
GREEN BEANS ALMONDINE,7,/images/recipe/green beans almondine/5.png,Put the buttered green beans into a serving dish and generously top them with the toasted almonds and brown butter.
PASSION FRUIT GRANITA,1,/images/recipe/passion fruit granita/image.png,
PASSION FRUIT GRANITA,2,/images/recipe/passion fruit granita/ingr.png,
PASSION FRUIT GRANITA,3,/images/recipe/passion fruit granita/1.png,"In a mixing bowl at in 1 cup passion fruit juice (alternatives: 1/4 cup fresh passion fruit pulp or 1/2 cup passion fruit puree) along with 2 cups of water, 1 tbsp yuzu juice, and 2 tbsp sugar. Give this a good whisk and freeze for about 3-4 hours."
PASSION FRUIT GRANITA,4,/images/recipe/passion fruit granita/2.png,"In the meantime go ahead thinly slice a lemon. Lay those slices onto a sheet tray, dust with cayenne pepper and chile powder, and sprinkle with sugar."
PASSION FRUIT GRANITA,5,/images/recipe/passion fruit granita/3.png,Cover with and additional silpat and bake at 350ºF for 25 minutes.
PASSION FRUIT GRANITA,6,/images/recipe/passion fruit granita/4.png,"Once the lemons have finished baking, remove them from the oven and let them cool for 5-7 minutes. Remove from the silpat and set aside until you’re ready to garnish."
PASSION FRUIT GRANITA,7,/images/recipe/passion fruit granita/5.png,"Once the passion fruit mixture has set up, remove it from the freezer and begin scraping at it with a fork."
PASSION FRUIT GRANITA,8,/images/recipe/passion fruit granita/6.png,"Once it is nice a shredded, add a generous portion to a chilled glass. Add a splash of chilled sake and garnish with a sliced if spicy candied lemon. Enjoy!"
APPLE-WHISKEY DONUTS (VEGAN),1,/images/recipe/apple whiskey donuts/image.png,
APPLE-WHISKEY DONUTS (VEGAN),2,/images/recipe/apple whiskey donuts/ingr.png,
APPLE-WHISKEY DONUTS (VEGAN),3,/images/recipe/apple whiskey donuts/1.png,"Start by skinning and coring 3 honey crisp apples (about 1 1/2 cups). Drizzle some olive oil in pan heated on high. Add the diced apples, 1/4 cup of white and dark brown sugar (equal ratios), pinch of salt, and 2 tbsp of whiskey. Reduce apples and whisky for about 10 minutes, or until they a dark golden brown—stir throughout reducing."
APPLE-WHISKEY DONUTS (VEGAN),4,/images/recipe/apple whiskey donuts/2.png,"Once reduced, transfer to a blender or food processor."
APPLE-WHISKEY DONUTS (VEGAN),5,/images/recipe/apple whiskey donuts/3.png,"In that same pan (with the apple reduction leftover goodness) reduce heat to low, add 2 tbsp of whiskey and 1/2 cup of apple juice. Reduce to a syrup."
APPLE-WHISKEY DONUTS (VEGAN),6,/images/recipe/apple whiskey donuts/4.png,"While that reduces, blend the roasted whiskey apples into a very fine puree."
APPLE-WHISKEY DONUTS (VEGAN),7,/images/recipe/apple whiskey donuts/5.png,"In a separate bowl, add 3/4 cup of almond milk (or alternative), 1 tsp of nutmeg,1 tsp of cinnamon,1 tsp of allspice, 3 tbsp of canola oil, 3 tbsp brown sugar, 3 tbsp granulated sugar, 1 tsp salt, 1 cup flour, and 1 tbsp of baking powder. Give it a good mix and then add the roasted apple puree. Mix well and transfer to a piping bag."
APPLE-WHISKEY DONUTS (VEGAN),8,/images/recipe/apple whiskey donuts/6.png,"Using a greased up mini donut pan, pipe in the doughnut batter until each mold is filled about halfway. REPEAT until all molds are filled. Bake at 375ºF for 15 minutes, or until they are a dark golden brown."
APPLE-WHISKEY DONUTS (VEGAN),9,/images/recipe/apple whiskey donuts/7.png,"While those bake, begin making the glazes. Add 1 tbsp of the reduced whisky syrup to 4-5 tbsp of powdered sugar. Mix well. In a separate bowl add 4-5 tbsp of powdered sugar and 1 tsp of nutmeg, cinnamon, and allspice. Mix well. Lastly, in another bowl add 4-5 tbsp of granulated sugar and 1 tsp of nutmeg, cinnamon, and allspice. Mix well."
APPLE-WHISKEY DONUTS (VEGAN),10,/images/recipe/apple whiskey donuts/8.png,"Once the donuts are gold and crispy, remove then from the oven and carefully flip them over and onto a cooling rack until they are cool enough to handle."
APPLE-WHISKEY DONUTS (VEGAN),11,/images/recipe/apple whiskey donuts/9.png,"All that's left to do is starting coating the mini spiced donuts. I did equal amounts of spiced sugar, spiced powdered, and lastly the apple-whisky glaze. Dip, flip, and ENJOY!"
"CANNOLI BITES (MATCHA, DARK CHOCOLATE, VANILLA)",1,/images/recipe/cannoli bites/image.png,
"CANNOLI BITES (MATCHA, DARK CHOCOLATE, VANILLA)",2,/images/recipe/cannoli bites/ingr.png,
"CANNOLI BITES (MATCHA, DARK CHOCOLATE, VANILLA)",3,/images/recipe/cannoli bites/1.png,"In a small food processor add 1 cup of all purpose flour, 1/4 cup of sugar, 1/4 cup of butter, and 1 tsp of salt. Blend until it reaches a mealy texture. Then add in 2 egg yolks, 3 tbsp of brandy (or dark rum), and 4 tbsp of water. Blend until the texture of the dough is slightly tacky."
"CANNOLI BITES (MATCHA, DARK CHOCOLATE, VANILLA)",4,/images/recipe/cannoli bites/2.png,"Remove the dough from the food processor and kneed it for 2-3 minutes, or until it begins to stiffen. Wrap in plastic and let chill for 15 minutes. Once chilled, remove from the fridge and roll it out into 1/4” thick sheets. Half the dough so that it will fit inside of the pasta maker."
"CANNOLI BITES (MATCHA, DARK CHOCOLATE, VANILLA)",5,/images/recipe/cannoli bites/3.png,"Starting on a thicker setting, begin running the dough through the pasta maker until it has reached the thickness of a credit card. Divide the dough into manageable sheets and trim it down to 1 1/2” strips."
"CANNOLI BITES (MATCHA, DARK CHOCOLATE, VANILLA)",6,/images/recipe/cannoli bites/4.png,"Using a cannoli mold, roll the dough all the way around (slightly over lapping the other side), trim the excess, and seal with a little water on the edge of your finger."
"CANNOLI BITES (MATCHA, DARK CHOCOLATE, VANILLA)",7,/images/recipe/cannoli bites/5.png,"Using canola oil, carefully fry cannoli shells for 2-3 minutes, or until they are golden brown on all sides. Repeat the process until the dough has all been used."
"CANNOLI BITES (MATCHA, DARK CHOCOLATE, VANILLA)",8,/images/recipe/cannoli bites/6.png,"These can be filled with just about anything! I decided to whip up 1 cup of cream with 1/2 cup of sugar until it had stiff peaks. Divided that into thirds added 4 tbsp of cocoa powder to one, 2 tbsp of matcha powder to another, and 2 tbsp of vanilla paste to the last...fold...pastry bag...done!"
"CANNOLI BITES (MATCHA, DARK CHOCOLATE, VANILLA)",9,/images/recipe/cannoli bites/7.png,Pipe the filling into the cannoli shells and ENJOY!
SMORE TART,1,/images/recipe/smore tart/image.png,
SMORE TART,2,/images/recipe/smore tart/ingr.png,
SMORE TART,3,/images/recipe/smore tart/1.png,"Begin making the spice tart dough by adding 1 cup of flour, 1/4 cup of sugar, 1 egg yolk, 3 tbsp of cream, 1/4 cup of cold dice butter, 1 tsp of salt, and 1 tsp each of ground cinnamon, clove, and nutmeg into a food processor. Blend the ingredients until they form one mass of dough."
SMORE TART,4,/images/recipe/smore tart/2.png,"After the dough’s come together, remove it from the food processor, form a ball, wrap in plastic, and transfer to the fridge to chill for 30 minutes."
SMORE TART,5,/images/recipe/smore tart/3.png,"Once the dough is chilled, dust a work surface with flour, and begin rolling the dough until it reaches 1/4” in thickness. Using a 4” ring cutter, cut out as many circles as possible for the s’more tart base."
SMORE TART,6,/images/recipe/smore tart/4.png,Transfer the rounds to a lined baking sheet. Using the top of a mason jar lid (or alternative) gently press it into the dough to create an indentation for the filling. Bake at 350ºF for 20 minutes or until they are a solid brown color.
SMORE TART,7,/images/recipe/smore tart/5.png,"While the tart shells are baking, begin making the dark chocolate custard. Over a double broiler, stir together 1/4 cup of milk, 3 tbsp of sugar, and 2 tsp of cornstarch. Continue mixing until the sugar has dissolved."
SMORE TART,8,/images/recipe/smore tart/6.png,"Then add in 1/2 cup of dark chocolate and allow it to melt into the mixture while gently stirring. In a separate bowl with two egg yolks, temper in a few table spoons of the chocolate mixture before adding the yolks to the double broiler. Allow the mixture to reach 175ºF while continuing to stir."
SMORE TART,9,/images/recipe/smore tart/7.png,"Once the custard is cooked, remove it from the heat, cover in plastic, and allow to cool in the fridge for at least 1 hour."
SMORE TART,10,/images/recipe/smore tart/8.png,"Once the tart shells are finished, allow to cool for at least 15 minutes. Once the tarts are cool to the touch, transfer the chilled chocolate custard to a piping bag. Pipe a few tablespoons of the custard into the spice tarts. Smooth out with a piping spatula and transfer to the fridge while making the meringue to top. Bring a pot of equal parts sugar and water (1 cup water and 1 cup sugar) to 200ºF. In a separate bowl whip up 3 egg whites. As the egg whites begin to peak, slowly add in the hot syrup a little at a time, while continuing to whisk. Whisk until the peaks become soft and shiny. Transfer to a piping bag and gently pipe the meringue over the chocolate custard topped tarts."
SMORE TART,11,/images/recipe/smore tart/9.png,Use the back of a metal spatula to make little licks (soft peaks) on the top of the custard for a fun texture.
SMORE TART,12,/images/recipe/smore tart/10.png,"To finish, use a kitchen torch (or broiler) and carefully roast the top of the meringue until golden brown. Sprinkle with graham cracker crumbles."
SMORE TART,13,/images/recipe/smore tart/11.png,ENJOY!
PASSION FRUIT CHEESECAKE,1,/images/recipe/passion fruit cheesecake/image.png,
PASSION FRUIT CHEESECAKE,2,/images/recipe/passion fruit cheesecake/ingr.png,
PASSION FRUIT CHEESECAKE,3,/images/recipe/passion fruit cheesecake/1.png,Split and deseed the passion fruit into a separate bowl.
PASSION FRUIT CHEESECAKE,4,/images/recipe/passion fruit cheesecake/2.png,"Next add 1/4 cup of cold diced butter to a food processor along with 1/4 cup of sugar, 1/2 cup of flour, 1 tsp of salt, and 1 tbsp of passion fruit juice (or water). Blend until the ingredients loosely come together (similar to damp sand)."
PASSION FRUIT CHEESECAKE,5,/images/recipe/passion fruit cheesecake/3.png,"Transfer to a baking tray and bake for 20 minutes at 350°F, or until golden brown. When finished cooking, remove from the oven and set aside to cool."
PASSION FRUIT CHEESECAKE,6,/images/recipe/passion fruit cheesecake/4.png,"Begin making the cheesecake filling by adding 3 tbsp of sour cream, 1/2 cup of cream cheese, 1 whole egg, 1/4 cup of sugar, 1 tbsp of cornstarch, and 3-4 tbsp passion fruit juice to a large mixing bowl. Give this a good mix until silky smooth and then set aside to form the cheesecake crust."
PASSION FRUIT CHEESECAKE,7,/images/recipe/passion fruit cheesecake/5.png,Add the crispy crumble to a food processor as well as 2 tbsp of cold diced butter and 2 tbsp of sugar. Pulse several times until the mixture is like a sandy clay.
PASSION FRUIT CHEESECAKE,8,/images/recipe/passion fruit cheesecake/6.png,"Using a springform pan, or closest alternative, form the pie crust by packing the mixture in and around the edges of the pan using your fingers. Be sure to firmly pack in the crust to ensure it doesn’t crumble (TIP: Add an egg yolk to the crumble if you need more moisture or flour to make it more dry). Bake at 350°F for 20-25 minutes, or until golden brown."
PASSION FRUIT CHEESECAKE,9,/images/recipe/passion fruit cheesecake/7.png,"When the crust is finished baking, remove it from the oven and let it cool down for 20-25 minutes. Slowly pour in the cheesecake mixture until it reaches the very top of the crust. Transfer to the top rack of the oven to bake at 300F for an additional 45 minutes."
PASSION FRUIT CHEESECAKE,10,/images/recipe/passion fruit cheesecake/8.png,"Add a baking pan of water to the lower rack of the oven to avoid burning the top of the cheesecake. Once the cheesecake has finished baking, allow to cool at room temperature for at least 1 hour before transferring to the fridge to chill and set up."
PASSION FRUIT CHEESECAKE,11,/images/recipe/passion fruit cheesecake/9.png,"With the cheesecake cooled, carefully remove it from the mold. You can use an offset spatula or butter knife to lift it from the pan if need be. Serve as a personal cake or slice it up to share. Drizzle with some fresh passion fruit syrup and ENJOY!"
BANANA BREAD ICE CREAM SANDWICH,1,/images/recipe/banana bread ice cream sandwich/image.png,
BANANA BREAD ICE CREAM SANDWICH,2,/images/recipe/banana bread ice cream sandwich/ingr.png,
BANANA BREAD ICE CREAM SANDWICH,3,/images/recipe/banana bread ice cream sandwich/1.png,"Begin making the banana bread by combing 2 whole eggs, 3/4 cup of granulated sugar, 3/4 cup of brown sugar, 2 tsp of salt, and give this a good whisk. Next add in 1 cup of milk, 1 tbsp of vanilla paste (or extract), and 1/4 cup of melted butter. Continue whisking for another 2 minutes, or until well combined. Once thoroughly mixed, add in 1 tbsp of baking soda, 1 1/2 cups of all purpose flour, and 2-3 ripe bananas. Begin mashing in the bananas and bring to a stir. Whisk until you have a thick batter, but do not over whisk and cause the dough to be tough."
BANANA BREAD ICE CREAM SANDWICH,4,/images/recipe/banana bread ice cream sandwich/2.png,"Transfer the banana bread batter to a loaf tray that has the bottom lined with parchment. Fill the pan 2/3 the way up. Bake at 350°F for 25-30 minutes, or until golden brown and cooked through."
BANANA BREAD ICE CREAM SANDWICH,5,/images/recipe/banana bread ice cream sandwich/3.png,"You can toss together a quick crumble like I did by combing flour, a few pads of butter, and cinnamon sugar. Use your hands to combine until is begins to crumble. Toss it on a baking sheet and bake for 15 minutes at 350°F."
BANANA BREAD ICE CREAM SANDWICH,6,/images/recipe/banana bread ice cream sandwich/4.png,"Whip up a quick brown butter semifreddo ice cream by combining 2 cups of heavy cream, 1/2 cup of honey, and 2 tbsp of vanilla paste (or extract). Fully whip before adding in 1/2 cup of melted brown butter. Continue to whip until well combined and fully whipped."
BANANA BREAD ICE CREAM SANDWICH,7,/images/recipe/banana bread ice cream sandwich/5.png,Transfer to a loaf pan line with parchment paper so that the slices are the same size as the bread. Smooth out the whipped cream and freeze for 2-3 hours before slicing.
BANANA BREAD ICE CREAM SANDWICH,8,/images/recipe/banana bread ice cream sandwich/6.png,"When the banana bread is cool enough to handle, remove it from the pan and cut into fairly thick slices. Take two slices and top them with a praline spread. It’s simply made by combing 2 tbsp of hot water, 1/2 cup of brown sugar, and 1/2 cup of peanut butter."
BANANA BREAD ICE CREAM SANDWICH,9,/images/recipe/banana bread ice cream sandwich/7.png,"Top with a slice of the brown butter semifreddo ice cream, and sandwich it in-between the banana bread slices. Give is a good roll in the crumbles."
BANANA BREAD ICE CREAM SANDWICH,10,/images/recipe/banana bread ice cream sandwich/8.png,ENJOY!
